timestamps,x_array,y_array,z_array
821,-2.0846,5.2849,18.507
822,-0.75107,1.8873,12.899
823,0.20079,0.97247,6.5727
824,0.39031,1.058,7.6507
825,0.046591,0.94484,7.341
826,0.6896,2.3938,7.7227
827,1.6519,3.2504,9.6932
828,-0.89873,2.8022,17.645
829,0.93961,2.8805,9.2992
830,0.98408,0.54145,7.3395
831,0.57898,0.31527,5.6113
832,0.26971,3.0509,3.5022
833,-1.166,4.5055,9.2086
834,0.50743,4.3549,14.464
835,0.98727,1.0736,15.594
836,-0.21256,1.7438,9.9565
837,-0.18664,0.71647,7.1404
838,1.2912,0.54573,4.9424
839,0.42128,1.4316,5.2063
840,-0.75275,2.6011,10.42
841,-2.2165,3.4615,20.26
842,1.6787,1.7282,10.048
843,-0.013465,0.47522,8.2879
844,-0.24866,0.77631,5.6769
845,0.02332,1.7666,4.8455
846,1.5291,2.5058,9.277
847,1.2913,3.4816,14.473
848,-0.022553,1.2481,15.823
849,-1.1963,1.3527,6.8203
850,0.98611,1.1897,4.3585
851,1.0195,2.1786,3.1095
852,1.4478,1.8945,8.945
853,-0.94351,3.4321,15.156
854,0.28639,1.229,15.206
855,0.33706,1.6493,6.934
856,1.3754,0.30198,7.8445
857,0.24918,0.62283,3.8855
858,0.45883,1.1968,7.1777
859,-1.3296,2.5367,15.296
860,-2.4178,1.2285,19.258
861,-1.9181,0.55649,7.9066
862,-0.071347,0.2795,5.0235
863,0.77179,0.87703,4.0828
864,-0.11821,1.4978,8.2408
865,0.29406,2.5922,12.186
866,-0.69349,3.4898,16.914
867,0.027725,1.3477,12.401
868,0.19544,0.2356,7.0029
869,0.37828,0.086498,5.166
870,0.029181,1.3351,3.2639
871,-0.19075,1.8721,10.636
872,0.06472,2.0233,16.206
873,-0.88227,0.302,13.406
874,-1.3101,0.7443,6.5989
875,0.33661,1.3202,6.3416
876,-0.1924,2.3916,4.9857
877,0.42528,2.5984,8.1602
878,0.81192,2.6493,9.8244
879,-0.19404,2.6734,15.752
880,-0.036047,1.652,9.0961
881,0.76242,0.54955,7.6476
882,-0.055804,0.63303,4.2822
883,-0.67163,0.95523,8.4001
884,-3.5041,3.239,14.236
885,-2.7078,1.3902,15.879
886,-2.2028,0.60357,7.3435
887,-0.63167,0.81307,5.1799
888,-0.48716,2.0539,3.9872
889,0.09414,2.9425,7.6723
890,-0.29123,3.8851,13.019
891,-1.1479,2.7003,18.274
892,0.53492,1.6269,7.7533
893,0.098986,1.0281,6.0059
894,-0.11897,0.86726,3.7531
895,-1.1886,1.8421,5.9565
896,-0.58457,2.6105,14.162
897,-1.3164,1.7793,18.34
898,-1.5461,0.70223,9.4798
899,-1.0777,0.59389,6.8169
900,0.099599,1.4737,4.2902
901,-0.14428,2.5914,3.7895
902,1.1658,2.9825,11.691
903,-0.059616,3.7816,16.804
904,-0.32366,1.8634,10.848
905,0.022324,0.85126,8.3645
906,0.41411,0.63147,7.1314
907,0.082849,1.1648,4.1264
908,-1.5109,1.4141,7.9635
909,-2.1876,1.7267,12.869
910,-1.15,0.5619,16.477
911,-2.5873,0.51196,8.7553
912,-1.6588,0.7533,8.123
913,-0.17567,1.7296,6.5791
914,0.79076,2.0681,4.873
915,1.1862,2.2414,8.0586
916,-1.2582,0.66787,18.889
917,-1.1343,0.14267,13.279
918,-1.0447,-0.70981,7.9797
919,-1.1966,-0.37769,9.1977
920,-0.47947,0.05092,8.7967
921,0.22136,-0.048957,8.819
922,0.13302,-0.44071,10.233
923,-0.82589,0.080953,11.001
924,-0.24088,0.39938,10.667
925,-0.37504,1.1146,9.972
926,-1.3188,1.4707,9.1236
927,-0.53129,2.1076,8.9338
928,-0.25992,2.6812,8.3942
929,-0.42294,2.956,6.0619
930,-0.68608,2.936,4.5702
931,-0.45907,2.1742,12.629
932,-0.53681,1.8635,17.093
933,0.68411,1.7325,9.7556
934,0.70107,1.3051,8.3322
935,0.84671,1.642,8.2656
936,0.70916,1.4036,5.6811
937,0.69879,1.1954,5.0155
938,0.071146,1.9616,10.909
939,-1.9768,2.9709,20.203
940,-0.8263,0.82109,10.679
941,-1.406,0.70642,6.0754
942,-0.35324,1.3736,6.6574
943,1.3543,1.9837,5.6252
944,1.5358,2.5749,5.7605
945,1.6247,3.6423,14.319
946,0.21816,2.0081,15.316
947,0.27377,1.4429,7.5817
948,0.025934,1.4235,6.3594
949,0.20913,1.2858,4.8067
950,-0.58125,1.1088,6.1603
951,-1.4774,1.3767,13.801
952,-3.1872,1.44,18.18
953,-2.0555,1.0452,11.168
954,-1.9902,0.69079,7.0464
955,-0.080886,1.0907,5.1187
956,-0.57496,2.1346,4.246
957,0.22233,2.2092,13.032
958,-1.1278,2.2317,16.517
959,-0.91597,0.58274,11.353
960,-0.24439,0.076193,7.9632
961,-0.99436,0.77417,6.5849
962,-0.44011,1.3383,3.7369
963,-0.24037,1.5528,6.6923
964,-3.4611,1.2961,14.829
965,-1.3116,0.67734,15.615
966,-3.0624,0.61723,8.6844
967,-1.0277,1.1306,6.8345
968,-0.18396,1.8015,5.5231
969,0.40672,2.3735,4.694
970,1.6554,1.654,11.725
971,-0.002586,0.49294,17.057
972,-0.68305,0.74112,9.954
973,-0.27031,0.73843,7.114
974,-0.2735,0.75913,5.4078
975,-0.24448,1.1423,5.3421
976,-0.38581,1.645,10.581
977,-1.7585,0.96903,17.426
978,-1.3114,-0.39623,11.805
979,-1.5329,-0.29484,6.9036
980,0.17126,0.97558,6.4893
981,0.30617,2.201,4.5649
982,0.48515,2.242,8.7859
983,0.39445,1.7593,15.907
984,-0.64026,0.2169,15.513
985,-0.087666,-0.29415,8.2343
986,-0.74523,-0.028338,7.2048
987,-0.49086,0.80484,5.8712
988,-0.21824,1.2985,6.8652
989,-0.69985,1.7686,13.672
990,-2.0909,0.49248,15.827
991,-0.78963,0.61294,8.6285
992,-0.062211,1.2403,5.5909
993,0.97628,2.2946,4.0178
994,0.80244,2.929,6.7619
995,1.2195,3.4704,11.006
996,-3.4194,2.2903,19.747
997,-1.044,1.3148,11.414
998,-0.091698,0.58391,4.9716
999,-0.6616,0.72467,4.5114
1000,-1.1579,1.7393,7.3031
1001,-0.99682,2.7236,10.621
1002,-3.5187,2.4652,14.369
1003,-1.182,0.62735,14.113
1004,-2.7612,1.8051,7.7195
1005,-0.36558,1.9451,7.1858
1006,-0.13433,2.453,4.8127
1007,0.99527,2.7503,5.6844
1008,-0.083941,2.8485,9.5153
1009,-3.0508,0.37721,17.188
