timestamps,x_array,y_array,z_array
757,-1.1996,-13.445,-1.251
758,-10.482,-5.9263,-0.79227
759,-16.263,-2.4188,10.037
760,-6.1092,-5.139,7.9524
761,-6.3057,-6.6457,6.2574
762,-3.5531,0.12809,6.9314
763,0.030579,2.3985,8.2574
764,-1.5209,3.1233,2.5684
765,0.35383,5.9103,5.0745
766,1.5698,8.1983,5.9299
767,2.1588,8.3998,5.7865
768,1.3595,8.9842,6.256
769,1.5366,7.5272,7.8888
770,1.879,7.3195,5.0254
771,1.1272,6.8845,5.9863
772,1.4832,7.2235,5.7505
773,1.3887,7.1726,6.6557
774,0.62802,6.9563,8.5332
775,0.036287,6.6866,8.1232
